Unknown Number,Gene ID,Gene Type,LogFC,AveExpr,Gene Stable ID Ver,Gene name,Gene Type,Gene Start,Gene End
1032, ENSG00000269967.1, lincRNA, -0.0338870788352643, -0.558549552888575, ENSG00000269967.1,,lncRNA,31851913,31921841,
5561, ENSG00000226041.1, lincRNA, 0.0650085517784234, 5.60629584962342, ENSG00000226041.1,,lncRNA,16202430,16204226,
8277, ENSG00000238171.1, lincRNA, 0.0380491790788274, -0.208369798220961, ENSG00000238171.1,,lncRNA,181076051,181105968,
18954, ENSG00000181524.6, processed_pseudogene, 0.0602321065074494, 4.58501201104834, ENSG00000181524.6,RPL24P4,processed_pseudogene,42956345,42956765,
9998, ENSG00000236736.1, processed_pseudogene, 0.0365042348315921, -0.701278635443253, ENSG00000236736.1,UQCRC2P1,processed_pseudogene,46310591,46311922,
13704, ENSG00000201744.1, snRNA, 0.0453564073989242, 5.50322987653694, ENSG00000201744.1,RNU6-34P,snRNA,96152297,96152403,"RNA, U6 small nuclear 34,
11049, ENSG00000243918.1, processed_pseudogene, -0.0496331219735168, 8.41146713522104, ENSG00000243918.1,EIF4BP8,processed_pseudogene,122660613,122662438,
11946, ENSG00000260743.1, lincRNA, 0.0602054583659041, 4.79163192620805, ENSG00000260743.1,,lncRNA,179340322,179341887,
8507, ENSG00000226658.1, processed_pseudogene, -0.0517646328375359, 4.6505993294629, ENSG00000226658.1,RPL23AP30,processed_pseudogene,201066691,201067191,
12920, ENSG00000264621.1, miRNA, 0.0370863760145183, 5.59929733516483, ENSG00000264621.1,MIR5591,miRNA,39411910,39411974,
3158, ENSG00000232678.2, processed_pseudogene, -0.0317135430829006, -1.10272424873255, ENSG00000232678.2,SPTLC1P4,processed_pseudogene,152077952,152078211,
7753, ENSG00000252015.1, snRNA, 0.0348470131559846, -1.55084580313257, ENSG00000252015.1,RNU6-904P,snRNA,141167257,141167357,"RNA, U6 small nuclear 904,
9570, ENSG00000270739.1, processed_pseudogene, -0.0476941809201755, 3.66381127880067, ENSG00000270739.1,,processed_pseudogene,16275060,16276632,
16896, ENSG00000200756.1, snRNA, -0.0644889983679923, 4.15220440494181, ENSG00000200756.1,RNU6-236P,snRNA,139717985,139718090,"RNA, U6 small nuclear 236,
14712, ENSG00000248197.1, lincRNA, 0.0433100695602656, -0.518656884603819, ENSG00000248197.1,LINC00290,lncRNA,181064089,181159149,
15199, ENSG00000250782.1, protein_coding, 0.0383141483453731, 1.28615376108586, ENSG00000250782.1,TAF11L14,protein_coding,17634460,17635053,
16989, ENSG00000120328.6, protein_coding, 0.0356456409432296, 6.25035362804055, ENSG00000120328.6,PCDHB12,protein_coding,141208697,141212571,
5351, ENSG00000228613.1, antisense, -0.0442647374831927, 5.47419075556893, ENSG00000228613.1,,lncRNA,1546665,1620113,
14480, ENSG00000249819.1, processed_pseudogene, 0.0341033585824488, -0.126800098281287, ENSG00000249819.1,,processed_pseudogene,157204462,157204855,
2534, ENSG00000282852.1, processed_pseudogene, 0.0331998772820135, -1.01041293860105, ENSG00000282852.1,,processed_pseudogene,110256754,110256930,
8256, ENSG00000267784.1, antisense, -0.0539972033420813, 5.08252820985161, ENSG00000267784.1,,lncRNA,178723457,178727046,"novel transcript,
15977, ENSG00000250574.1, processed_pseudogene, 0.0313349632933911, 2.40622631554944, ENSG00000250574.1,,processed_pseudogene,76510440,76510766,
18662, ENSG00000263649.1, miRNA, -0.0623251341749789, 2.32353544691348, ENSG00000263649.1,MIR3135B,miRNA,32749912,32749979,
882, ENSG00000224064.1, processed_pseudogene, -0.0387190996432562, 0.427739157937568, ENSG00000224064.1,RPL32P6,processed_pseudogene,26983628,26984024,
2857, ENSG00000233586.1, processed_pseudogene, 0.032370936060746, -0.50525335455659, ENSG00000233586.1,,processed_pseudogene,144418678,144419190,
18008, ENSG00000272209.1, lincRNA, 0.0463025204101823, 3.53770756135825, ENSG00000272209.1,,lncRNA,13825432,13826574,
3723, ENSG00000215952.1, miRNA, -0.0449095576016569, 1.09415474899797, ENSG00000215952.1,MIR921,miRNA,166154743,166154798,
11234, ENSG00000249869.1, processed_pseudogene, 0.0344099871984913, -1.21606362537299, ENSG00000249869.1,,processed_pseudogene,130013182,130013541,
8207, ENSG00000251746.1, rRNA_pseudogene, -0.0553051564372833, 7.45586481225937, ENSG00000251746.1,RNA5SP112,rRNA_pseudogene,177138699,177138797,"RNA,
9631, ENSG00000223791.1, antisense, 0.0506257838798057, 7.86582874507984, ENSG00000223791.1,UBE2E1-AS1,lncRNA,23804024,23806905,
347, ENSG00000199562.1, snRNA, -0.0617954340810734, 5.53903221262331, ENSG00000199562.1,RNU6-37P,snRNA,10298966,10299072,"RNA, U6 small nuclear 37,
669, ENSG00000233069.1, antisense, 0.0377235604302341, 0.208329856932638, ENSG00000233069.1,,lncRNA,20732880,20733952,
17168, ENSG00000199047.3, miRNA, 0.0341395994027198, 6.07023733294315, ENSG00000199047.3,MIR378A,miRNA,149732825,149732890,
400, ENSG00000275915.1, misc_RNA, 0.060560087963817, 3.89277440754127, ENSG00000275915.1,,misc_RNA,11847442,11847549,
12313, ENSG00000225822.4, antisense, 0.0334391271319193, 1.81910598308636, ENSG00000225822.4,UBXN7-AS1,lncRNA,196431385,196432530,
14838, ENSG00000247130.2, antisense, 0.0320104920562393, -1.22219974218717, ENSG00000247130.2,,lncRNA,188140822,188143379,
4070, ENSG00000270994.1, processed_pseudogene, -0.032484384475169, 1.20562406700081, ENSG00000270994.1,,processed_pseudogene,183709305,183710240,"T,
16489, ENSG00000232916.1, processed_pseudogene, -0.0609460835707899, 5.96929163929782, ENSG00000232916.1,HMGN2P27,processed_pseudogene,116218026,116218295,
9060, ENSG00000263641.1, miRNA, -0.0453342326554732, 9.75876064496323, ENSG00000263641.1,MIR4777,miRNA,231362708,231362793,
3810, ENSG00000235378.2, processed_pseudogene, -0.0641480152961266, 4.1548199910901, ENSG00000235378.2,MRPS10P1,processed_pseudogene,169990067,169990196,
5077, ENSG00000224783.1, processed_pseudogene, -0.0485087994797029, 9.17467444858752, ENSG00000224783.1,MIPEPP2,processed_pseudogene,238777049,238779200,
16170, ENSG00000250555.2, antisense, -0.0643771272380291, 4.19619502921383, ENSG00000250555.2,,lncRNA,88692651,88692859,
753, ENSG00000285802.1, lincRNA, -0.0517601903844304, 7.89827405179368, ENSG00000285802.1,,lncRNA,23576436,23593621,
10018, ENSG00000284672.1, protein_coding, -0.0589032848019417, 4.22534569756671, ENSG00000284672.1,,lncRNA,46742092,46812558,
9494, ENSG00000233252.1, processed_pseudogene, 0.0519892843547185, 0.708214073759893, ENSG00000233252.1,CRIP1P1,processed_pseudogene,12673699,12673883,
14874, ENSG00000281652.1, unprocessed_pseudogene, 0.0468524204498467, -0.996900226748863, ENSG00000281652.1,DUX4L7,unprocessed_pseudogene,190071232,190072506,
6281, ENSG00000278523.1, misc_RNA, 0.0706214755277714, 4.81215295550613, ENSG00000278523.1,Y_RNA,misc_RNA,61928634,61928704,
1210, ENSG00000212541.1, snRNA, -0.0421092317566036, 2.02135253495936, ENSG00000212541.1,RNU6-510P,snRNA,37991462,37991569,"RNA, U6 small nuclear 510,
5058, ENSG00000266262.1, miRNA, 0.0357198968385835, 2.42791926061618, ENSG00000266262.1,MIR4428,miRNA,237471119,237471191,
4559, ENSG00000212187.1, snoRNA, -0.0326687368409942, -0.978161474262404, ENSG00000212187.1,,snoRNA,212025561,212025682,
11859, ENSG00000207114.1, snRNA, 0.0550805352220606, 4.12336022684153, ENSG00000207114.1,RNU6-348P,snRNA,171504245,171504351,"RNA, U6 small nuclear 348,
3866, ENSG00000251943.1, snRNA, -0.0309839969706968, 0.564588104391813, ENSG00000251943.1,RNU6-693P,snRNA,172613428,172613534,"RNA, U6 small nuclear 693,
13728, ENSG00000252548.1, snRNA, -0.0451686530647664, 3.80753743102207, ENSG00000252548.1,RNU7-149P,snRNA,98966815,98966873,"RNA,
5215, ENSG00000228982.1, unprocessed_pseudogene, 0.0356925527407262, 1.00668092133923, ENSG00000228982.1,,unprocessed_pseudogene,247085389,247086067,"pseudogene similar to part of fibroblast growth factor receptor 3 (achondroplasia,
9560, ENSG00000264354.1, miRNA, -0.060633966294264, 7.71161888373703, ENSG00000264354.1,MIR3134,miRNA,15697298,15697371,
10106, ENSG00000207605.3, miRNA, -0.0308532135548129, 0.35329431408944, ENSG00000207605.3,MIR191,miRNA,49020618,49020709,
4058, ENSG00000207472.1, snRNA, 0.0310624443307762, -1.09320054351982, ENSG00000207472.1,RNU6-41P,snRNA,182982212,182982318,"RNA, U6 small nuclear 41,
12064, ENSG00000284917.1, protein_coding, 0.0608363395958332, 2.42086731926424, ENSG00000284917.1,EEF1AKMT4-ECE2,protein_coding,184249695,184293031,
7162, ENSG00000224061.1, processed_pseudogene, -0.0428764809891113, 6.21005482847132, ENSG00000224061.1,SRSF3P4,processed_pseudogene,106253231,106253717,
10923, ENSG00000270880.1, processed_pseudogene, -0.0484028882113576, 1.72201662069622, ENSG00000270880.1,,processed_pseudogene,113984037,113984655,"ATP5F1 ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1,
13576, ENSG00000201633.1, misc_RNA, -0.0598561989713022, 2.69058346059357, ENSG00000201633.1,Y_RNA,misc_RNA,83636196,83636290,
2207, ENSG00000212459.1, snRNA, -0.0608026293910211, 2.79951018819288, ENSG00000212459.1,RNU6-695P,snRNA,90253456,90253559,"RNA, U6 small nuclear 695,
2316, ENSG00000233907.1, lincRNA, -0.0343502300384502, 0.374384323084232, ENSG00000233907.1,LINC01761,lncRNA,95474737,95479356,
1696, ENSG00000235741.1, lincRNA, -0.0415466087723396, 4.31607983977765, ENSG00000235741.1,LINC02784,lncRNA,54516412,54517259,
5308, ENSG00000242529.1, processed_pseudogene, 0.0421025017681472, 8.89978068680926, ENSG00000242529.1,AHCYP8,transcribed_processed_pseudogene,248721993,248722201,
6642, ENSG00000225045.1, processed_pseudogene, -0.0464107834884676, 1.61817289327155, ENSG00000225045.1,MTND5P27,processed_pseudogene,82815809,82817528,
16933, ENSG00000284325.1, miRNA, 0.0491971251813639, 3.87675611965024, ENSG00000284325.1,MIR3655,miRNA,140647844,140647926,
14553, ENSG00000248645.1, unprocessed_pseudogene, 0.0322249682621682, -1.16803940478324, ENSG00000248645.1,,unprocessed_pseudogene,164938322,164939990,
8590, ENSG00000204196.5, processed_pseudogene, -0.0622845120086269, 5.19346381542793, ENSG00000204196.5,RPL12P16,transcribed_processed_pseudogene,203190780,203191277,
12099, ENSG00000265470.1, miRNA, -0.0524891284293741, 7.05958890615742, ENSG00000265470.1,MIR548AQ,miRNA,185767847,185767904,
15538, ENSG00000212561.1, snRNA, -0.0306512462946102, 1.30724896791717, ENSG00000212561.1,RNU6-381P,snRNA,44066624,44066731,"RNA, U6 small nuclear 381,
5607, ENSG00000200763.1, snRNA, 0.0495735938913299, 3.7753599350395, ENSG00000200763.1,RNU6-961P,snRNA,20175805,20175909,"RNA, U6 small nuclear 961,
12421, ENSG00000212458.1, snoRNA, 0.0457783598843814, 2.63979436246234, ENSG00000212458.1,,snoRNA,1118884,1119013,
3958, ENSG00000201347.1, rRNA_pseudogene, 0.0463456770159279, 2.85623488371443, ENSG00000201347.1,RNA5SP69,rRNA_pseudogene,178560913,178561029,"RNA,
2665, ENSG00000227970.1, unitary_pseudogene, -0.0579595390128655, 7.2467529452147, ENSG00000227970.1,NR1H5P,unitary_pseudogene,114837227,114851453,"nuclear receptor subfamily 1 group H member 5,
16522, ENSG00000206786.1, snRNA, -0.0428372866290974, -0.394035538701673, ENSG00000206786.1,RNU6-701P,snRNA,119138859,119138965,"RNA, U6 small nuclear 701,
6039, ENSG00000277809.1, misc_RNA, 0.0574533845015583, 1.16372847591234, ENSG00000277809.1,,misc_RNA,44935585,44935908,
11704, ENSG00000243675.1, processed_pseudogene, -0.0310607671640199, -1.08366349557287, ENSG00000243675.1,RPL35AP9,processed_pseudogene,158763431,158763753,
18493, ENSG00000237775.1, antisense, 0.0331062954942535, -0.0784538304175441, ENSG00000237775.1,DDR1-DT,lncRNA,30866982,30875918,
18753, ENSG00000216636.1, processed_pseudogene, -0.039718686555734, 0.498974474307573, ENSG00000216636.1,RPL7P25,processed_pseudogene,34616538,34617258,
15104, ENSG00000251548.1, processed_pseudogene, -0.0483908741282374, 5.02813812196916, ENSG00000251548.1,,processed_pseudogene,10664495,10665113,
21, ENSG00000273874.1, miRNA, -0.0658880693971792, 5.14288000898905, ENSG00000273874.1,MIR6859-2,miRNA,187891,187958,
6532, ENSG00000279070.2, lincRNA, 0.0587212907474582, 2.56481032819654, ENSG00000279070.2,,lncRNA,74196698,74198560,
16430, ENSG00000251076.1, antisense, -0.0459579953900193, 3.32764214852032, ENSG00000251076.1,,lncRNA,112228283,112257309,
13737, ENSG00000249065.2, transcribed_processed_pseudogene, 0.0490029808069633, 8.62245208377254, ENSG00000249065.2,PCNAP1,transcribed_processed_pseudogene,99160514,99161645,
6871, ENSG00000265897.2, processed_pseudogene, -0.0587240156095486, 6.03154822811514, ENSG00000265897.2,,processed_pseudogene,90359809,90360032,
12355, ENSG00000273375.1, lincRNA, -0.0340619898087388, 1.95536245462996, ENSG00000273375.1,,lncRNA,197789700,197790369,
15423, ENSG00000270558.1, processed_pseudogene, -0.058563370366917, 5.7552967807084, ENSG00000270558.1,,processed_pseudogene,37286449,37286977,
8255, ENSG00000271401.1, lincRNA, 0.0362941994130747, -0.205028290389862, ENSG00000271401.1,,lncRNA,178644717,178645179,
4544, ENSG00000223649.1, lincRNA, -0.0508429473599226, 0.980653549317405, ENSG00000223649.1,,lncRNA,211492255,211492917,
16838, ENSG00000212460.1, snRNA, 0.0369977459615959, 3.31872455416562, ENSG00000212460.1,RNU6-460P,snRNA,138116573,138116680,"RNA, U6 small nuclear 460,
3074, ENSG00000276103.1, snRNA, -0.0621828233495004, 6.79478453194388, ENSG00000276103.1,U4,snRNA,150608507,150608623,
5430, ENSG00000231083.1, lincRNA, -0.0542830585968315, 8.74542462663681, ENSG00000231083.1,,lncRNA,8600892,8622942,
12575, ENSG00000251615.3, lincRNA, -0.0313209389680439, -1.27159347092995, ENSG00000251615.3,,lncRNA,8355090,8358338,
14434, ENSG00000249041.1, antisense, 0.042293166362201, 1.84325476800857, ENSG00000249041.1,,lncRNA,154754756,154781873,
14187, ENSG00000249381.1, lincRNA, -0.0587978174168514, 8.97801050628972, ENSG00000249381.1,LINC00500,lncRNA,138425523,138436869,
13505, ENSG00000266270.1, miRNA, 0.0316597873116798, 0.0755317958105992, ENSG00000266270.1,,miRNA,78820752,78820821,
5949, ENSG00000227238.1, unitary_pseudogene, 0.0399367831328624, 3.53289449008163, ENSG00000227238.1,TTC39DP,unitary_pseudogene,38763534,38765221,"tetratricopeptide repeat domain 39D,
7966, ENSG00000232337.1, processed_pseudogene, -0.0411085892533945, 0.545178759105888, ENSG00000232337.1,,processed_pseudogene,161048606,161050546,
17436, ENSG00000249601.2, lincRNA, -0.0573176347748106, 6.43586076606778, ENSG00000249601.2,LINC01187,lncRNA,170191579,170199141,
3032, ENSG00000261716.2, transcribed_unprocessed_pseudogene, -0.0402039155383142, 2.40408026107659, ENSG00000261716.2,H2BC20P,transcribed_unprocessed_pseudogene,149844498,149850937,"H2B clustered histone 20,
9791, ENSG00000224080.1, processed_pseudogene, 0.0351935079911241, -0.643730069231121, ENSG00000224080.1,UBE2FP1,processed_pseudogene,37143512,37143958,
10437, ENSG00000223409.1, processed_pseudogene, -0.0655771089189555, 4.96638125161407, ENSG00000223409.1,RPL17P17,processed_pseudogene,65843890,65844446,
4745, ENSG00000229742.1, processed_pseudogene, 0.0307987144542903, 1.65836604492126, ENSG00000229742.1,,processed_pseudogene,224297646,224298600,
1526, ENSG00000229554.2, processed_pseudogene, 0.0302981172780478, -0.37000297532734, ENSG00000229554.2,RPL21P24,processed_pseudogene,47497894,47498341,
5423, ENSG00000229405.1, processed_pseudogene, -0.0572963244748615, 5.05420170048469, ENSG00000229405.1,,processed_pseudogene,7736438,7737095,"proteasome (prosome, macropain) subunit, beta type,
14361, ENSG00000252451.1, rRNA_pseudogene, 0.0508271167511355, 2.51734963560095, ENSG00000252451.1,RNA5SP168,rRNA_pseudogene,150970671,150970782,"RNA,
9447, ENSG00000272410.5, protein_coding, -0.0413423133823505, 1.2987021448904, ENSG00000272410.5,,protein_coding,10249372,10285796,
183, ENSG00000272235.1, lincRNA, 0.0374977327573961, -0.628781176919338, ENSG00000272235.1,,lncRNA,3306636,3310096,
7620, ENSG00000227661.1, unprocessed_pseudogene, -0.0327839022958422, 1.14586836989763, ENSG00000227661.1,MTCO3P18,unprocessed_pseudogene,131380153,131380913,
10465, ENSG00000265355.1, miRNA, -0.0663386358210131, 7.24596439330811, ENSG00000265355.1,MIR3136,miRNA,69048958,69049035,
15217, ENSG00000251487.1, lincRNA, -0.0526275552636511, 4.62674216440591, ENSG00000251487.1,,lncRNA,19035197,19038799,
11148, ENSG00000201288.1, snRNA, 0.0529345735026707, 0.528188517469198, ENSG00000201288.1,RNU6-1047P,snRNA,127240968,127241074,"RNA, U6 small nuclear 1047,
5094, ENSG00000224359.2, antisense, -0.0580101276663659, 4.62446478979352, ENSG00000224359.2,,lncRNA,240530452,240530862,"novel transcript,
5026, ENSG00000235761.2, processed_pseudogene, -0.0375829022636784, 3.56686750153076, ENSG00000235761.2,MTCO3P46,processed_pseudogene,235542159,235542390,
14435, ENSG00000249692.1, processed_pseudogene, 0.0586497712111406, 6.50537799969869, ENSG00000249692.1,,processed_pseudogene,154770568,154770916,
14284, ENSG00000222594.1, misc_RNA, 0.0301102900079367, 1.92160932076948, ENSG00000222594.1,RN7SKP235,misc_RNA,145035132,145035436,
9400, ENSG00000199815.2, snoRNA, 0.0329015318495866, -0.229237516065688, ENSG00000199815.2,,snoRNA,8931506,8931631,
15167, ENSG00000250816.1, processed_pseudogene, 0.0339008247107712, 2.65756601996578, ENSG00000250816.1,DCAF13P2,processed_pseudogene,17202274,17203145,
9317, ENSG00000226423.1, lincRNA, -0.0603460618232167, 7.75579193451327, ENSG00000226423.1,,lncRNA,242025183,242026176,
8609, ENSG00000225304.1, processed_pseudogene, 0.0426432482508517, 0.933222250994892, ENSG00000225304.1,,processed_pseudogene,204379095,204379792,
16054, ENSG00000206774.1, snRNA, 0.030473765582216, -1.31752033729565, ENSG00000206774.1,RNU6-211P,snRNA,80365726,80365832,"RNA, U6 small nuclear 211,
11401, ENSG00000250161.1, processed_pseudogene, -0.0334474456897112, 2.94084008293467, ENSG00000250161.1,TRMT112P5,processed_pseudogene,139845078,139845411,
3763, ENSG00000221545.1, miRNA, -0.033559153496357, -0.906395865271402, ENSG00000221545.1,MIR1255B2,miRNA,167998660,167998726,
7104, ENSG00000236525.1, sense_intronic, -0.0580301344326274, 6.27659433864985, ENSG00000236525.1,,lncRNA,102433957,102435340,
173, ENSG00000283259.1, antisense, -0.0390814043883718, -1.33277814686318, ENSG00000283259.1,,lncRNA,2773603,2776473,"novel transcript,
13193, ENSG00000251049.2, lincRNA, 0.0490033513810879, 5.7203697240084, ENSG00000251049.2,,lncRNA,57595940,57605872,
5204, ENSG00000223519.8, transcribed_unitary_pseudogene, 0.0342594536031682, 5.85681720941624, ENSG00000223519.8,KIF28P,transcribed_unitary_pseudogene,246771837,246839611,"kinesin family member 28,
8660, ENSG00000234902.6, lincRNA, 0.0373164332697023, -1.05880314382966, ENSG00000234902.6,,lncRNA,207186717,207236066,
7823, ENSG00000232238.1, processed_pseudogene, 0.0473928464598758, 5.7625759593893, ENSG00000232238.1,RPS29P8,processed_pseudogene,148595158,148595328,
19012, ENSG00000265439.2, misc_RNA, -0.0977973710834831, 1.19564715695635, ENSG00000265439.2,RN7SL811P,misc_RNA,44209766,44210063,"RNA, 7SL, cytoplasmic 811,
5327, ENSG00000236856.1, lincRNA, 0.0304095501536606, 0.303576637244185, ENSG00000236856.1,,lncRNA,388412,416885,
9942, ENSG00000261786.1, lincRNA, 0.0361489186142588, 1.95180900114907, ENSG00000261786.1,,lncRNA,44117299,44122365,
17799, ENSG00000228718.2, lincRNA, -0.0537473699612659, 7.81213450276326, ENSG00000228718.2,LINC02521,lncRNA,2617144,2640001,
15956, ENSG00000272040.1, lincRNA, -0.0661352071676648, 4.88974980113605, ENSG00000272040.1,,lncRNA,75608817,75609983,
16754, ENSG00000240250.3, misc_RNA, 0.0362535997240684, -0.398389554761701, ENSG00000240250.3,RN7SL541P,misc_RNA,134517810,134518092,"RNA, 7SL, cytoplasmic 541,
15037, ENSG00000272049.1, lincRNA, -0.0374521680473405, 1.47485075256776, ENSG00000272049.1,,lncRNA,8444949,8445535,
7621, ENSG00000236590.1, unprocessed_pseudogene, -0.0554527020015133, 3.08324209515166, ENSG00000236590.1,MTATP6P4,unprocessed_pseudogene,131380916,131381590,
18144, ENSG00000223623.1, lincRNA, -0.0578433477387927, 6.75091100062018, ENSG00000223623.1,,lncRNA,25053627,25057073,
3682, ENSG00000212538.2, snoRNA, 0.0490986099377755, 7.76394310994021, ENSG00000212538.2,U3,snoRNA,163923670,163923873,
17928, ENSG00000285216.1, bidirectional_promoter_lncRNA, -0.0376600695108785, 3.55630642374051, ENSG00000285216.1,,lncRNA,8158162,8760447,
18270, ENSG00000218069.2, processed_pseudogene, -0.0641465439451066, 8.50539293223361, ENSG00000218069.2,RSL24D1P1,processed_pseudogene,27780619,27781111,
13462, ENSG00000240426.1, processed_pseudogene, 0.0296147752522604, -1.2982907157186, ENSG00000240426.1,,processed_pseudogene,76401251,76401569,
14016, ENSG00000250392.2, lincRNA, 0.034472632214099, -0.915953038151833, ENSG00000250392.2,LINC02502,lncRNA,119939540,119964293,
9705, ENSG00000261468.1, sense_overlapping, 0.0746687691223134, 5.50219565521113, ENSG00000261468.1,,lncRNA,30697661,30699576,
16122, ENSG00000249792.1, lincRNA, 0.0365516504314803, 3.90107652841449, ENSG00000249792.1,,lncRNA,85212958,85213614,
5713, ENSG00000214465.3, processed_pseudogene, -0.0536253702272432, 5.57283528934101, ENSG00000214465.3,SMARCE1P6,processed_pseudogene,26149204,26150731,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e,
5119, ENSG00000196289.7, protein_coding, -0.0456207613658374, 3.339549636615, ENSG00000196289.7,BECN2,protein_coding,241957767,241959062,
11462, ENSG00000244171.4, processed_pseudogene, -0.0599586308661524, 3.25293745534527, ENSG00000244171.4,PBX2P1,processed_pseudogene,143176327,143177617,
10497, ENSG00000273461.5, lincRNA, 0.0467138169382838, 4.06476345050412, ENSG00000273461.5,,lncRNA,72061061,72069933,
1605, ENSG00000285839.1, protein_coding, 0.0316110209314109, -0.343612268497911, ENSG00000285839.1,,protein_coding,52020153,52033350,
14297, ENSG00000249245.2, processed_pseudogene, 0.0346464781590951, 3.10887787171051, ENSG00000249245.2,NCOA4P3,processed_pseudogene,145624159,145626035,
10182, ENSG00000281358.1, antisense, 0.0433271363638442, 3.21979833798562, ENSG00000281358.1,RASSF1-AS1,lncRNA,50337511,50338300,
10581, ENSG00000240964.3, misc_RNA, -0.0442932131475745, 0.463580273459015, ENSG00000240964.3,RN7SL751P,misc_RNA,78938009,78938292,"RNA, 7SL, cytoplasmic 751,
2305, ENSG00000230427.1, antisense, -0.0317800416839463, -1.37899060495065, ENSG00000230427.1,ALG14-AS1,lncRNA,95061596,95067545,
13799, ENSG00000252460.1, snRNA, 0.0394198491650915, 3.07655658989979, ENSG00000252460.1,RNU6-635P,snRNA,103924540,103924641,"RNA, U6 small nuclear 635,
10475, ENSG00000241665.3, misc_RNA, -0.0557720462367248, 6.08147531846491, ENSG00000241665.3,RN7SL418P,misc_RNA,69769487,69769773,"RNA, 7SL, cytoplasmic 418,
17891, ENSG00000218868.1, processed_pseudogene, 0.0481544312327203, 2.66673925768127, ENSG00000218868.1,CNN3P1,processed_pseudogene,6534697,6535631,
3764, ENSG00000224837.1, processed_pseudogene, -0.0298248642805578, 2.5718206010211, ENSG00000224837.1,GCSHP5,processed_pseudogene,168055901,168056422,
13971, ENSG00000201752.1, snRNA, 0.0516595447480024, -1.31585725517216, ENSG00000201752.1,RNU6-119P,snRNA,116839279,116839385,"RNA, U6 small nuclear 119,
16104, ENSG00000243385.2, processed_pseudogene, 0.0317820132621833, -0.501823675152214, ENSG00000243385.2,,processed_pseudogene,83201229,83202141,
4541, ENSG00000236809.2, unprocessed_pseudogene, -0.0681359080939742, 5.28123653796584, ENSG00000236809.2,SNX25P1,unprocessed_pseudogene,211417025,211417934,
17495, ENSG00000253439.1, processed_pseudogene, 0.0670369036407297, 2.10977838500687, ENSG00000253439.1,CDC42P5,processed_pseudogene,173085342,173086210,
13319, ENSG00000251284.2, processed_pseudogene, 0.0469802522778448, 3.79244270574984, ENSG00000251284.2,,processed_pseudogene,69125274,69126451,
2039, ENSG00000285928.1, lincRNA, 0.0633273445925255, 5.08290618628867, ENSG00000285928.1,,lncRNA,78022565,78024861,
13637, ENSG00000199326.1, snRNA, 0.0468330331455776, 2.1201734069694, ENSG00000199326.1,RNU6-1298P,snRNA,88226729,88226829,"RNA, U6 small nuclear 1298,
6368, ENSG00000227293.1, lincRNA, 0.0340863940893934, 2.12443921540089, ENSG00000227293.1,,lncRNA,66235377,66236213,
6023, ENSG00000264047.2, misc_RNA, -0.0373139375861111, 10.6537309780789, ENSG00000264047.2,RN7SL455P,misc_RNA,43904412,43904693,"RNA, 7SL, cytoplasmic 455,
17894, ENSG00000279368.1, TEC, -0.04032446682203, -0.503914989327937, ENSG00000279368.1,,TEC,6685148,6686984,
6900, ENSG00000232502.1, processed_pseudogene, -0.0601102212858803, 4.31338096386774, ENSG00000232502.1,,transcribed_processed_pseudogene,94760774,94761116,
10848, ENSG00000242029.1, lincRNA, 0.0471864352133994, 3.35626610015311, ENSG00000242029.1,,lncRNA,109648107,109810861,
3139, ENSG00000249602.1, antisense, 0.0317553354658541, 3.72798181227224, ENSG00000249602.1,,lncRNA,151763384,151769501,
6152, ENSG00000251942.1, scaRNA, 0.0447404792044023, 6.19488152015351, ENSG00000251942.1,,scaRNA,53470447,53470629,
3155, ENSG00000229021.2, antisense, 0.0546530043005939, 3.42348501087966, ENSG00000229021.2,,lncRNA,151994531,152042774,
4949, ENSG00000222986.1, snRNA, -0.0328525022530129, 1.7025295558664, ENSG00000222986.1,RNU5A-5P,snRNA,231670635,231670750,"RNA, U5A small nuclear 5,
8213, ENSG00000284252.1, miRNA, 0.0385453807560877, 0.988511167889322, ENSG00000284252.1,MIR4444-1,miRNA,177212726,177212799,
11097, ENSG00000243072.1, processed_pseudogene, 0.0608156844303512, 3.6373449386459, ENSG00000243072.1,,processed_pseudogene,125679573,125679781,"pseudogene similar to part of YTH domain family,
4981, ENSG00000273367.1, antisense, -0.0517288467941642, 2.73690974258526, ENSG00000273367.1,,lncRNA,234372186,234372811,
4880, ENSG00000183929.7, processed_pseudogene, -0.0466673651002663, 1.80806819028925, ENSG00000183929.7,DUSP5P1,processed_pseudogene,228650241,228651379,
9659, ENSG00000213872.3, processed_pseudogene, 0.0412987418319385, 1.67063701838755, ENSG00000213872.3,RPL32P11,processed_pseudogene,25749488,25749896,
12269, ENSG00000236425.1, processed_pseudogene, -0.0296748747797808, -0.293468290753134, ENSG00000236425.1,,processed_pseudogene,195561215,195561580,
18653, ENSG00000229391.7, transcribed_unprocessed_pseudogene, 0.0500791984023968, 2.24246907065948, ENSG00000229391.7,HLA-DRB6,transcribed_unprocessed_pseudogene,32552713,32560022,"major histocompatibility complex, class II,
8130, ENSG00000271151.1, lincRNA, -0.0381214824849841, 0.191693746141887, ENSG00000271151.1,,lncRNA,173968351,173969418,
